gene_key,dossier_id,gene_id,gene_name,protein_accession,start_bp,end_bp,strand,predicted_function_raw,demonstrated_function_raw,perturbation_raw,phenotype_raw,source_ids,note,source_row
M4-FUNG-0073:BCIN_12g06380,M4-FUNG-0073,BCIN_12g06380,Bcbot1,ATZ56106.1,2221333.0,2223086.0,-,cytochrome P450 monooxygenase,late oxidative tailoring required for botrydial and related products,,,,,105
M4-FUNG-0073:BCIN_12g06390,M4-FUNG-0073,BCIN_12g06390,Bcbot2,ATZ56107.1,2223574.0,2225294.0,+,presilphiperfolan-8β-ol synthase,cyclizes FPP to presilphiperfolan-8β-ol; knockout abolishes botrydial,,,,,106
M4-FUNG-0073:BCIN_12g06400,M4-FUNG-0073,BCIN_12g06400,Bcbot3,ATZ56108.1,2226301.0,2228545.0,-,cytochrome P450 monooxygenase,regio-/stereospecific hydroxylation at C-10 in the botrydial route,,,,,107
M4-FUNG-0073:BCIN_12g06410,M4-FUNG-0073,BCIN_12g06410,Bcbot5,ATZ56109.1,2229580.0,2231314.0,+,acetyltransferase,acetylation step in conversion of oxidized probotryane intermediates,,,,,108
M4-FUNG-0073:BCIN_12g06420,M4-FUNG-0073,BCIN_12g06420,Bcbot6,ATZ56110.1,2241836.0,2243290.0,+,Zn(II)2Cys6 transcription factor,major positive nuclear regulator of botrydial biosynthesis,,,,,109
M4-FUNG-0073:BCIN_12g06430,M4-FUNG-0073,BCIN_12g06430,Bcbot7,ATZ56112.1,2244157.0,2245275.0,+,putative dehydrogenase,accessory role in expanded BOT region; exact pathway contribution unresolved,,,,,110
M4-FUNG-0074:PROQFM164_S02g001464,M4-FUNG-0074,PROQFM164_S02g001464,ORF1 / prx1,,,,NR,short-chain dehydrogenase/reductase,involved in late oxidation; RNAi silencing reduces PR-toxin,,,,,104
M4-FUNG-0074:PROQFM164_S02g001465,M4-FUNG-0074,PROQFM164_S02g001465,ORF2 / prx2 / ari1,,,,NR,aristolochene synthase,cyclizes FPP to aristolochene; committed sesquiterpene step,,,,,105
M4-FUNG-0074:PROQFM164_S02g001466,M4-FUNG-0074,PROQFM164_S02g001466,ORF3 / prx3,,,,NR,FAD/quinone oxidoreductase-like enzyme,proposed aristolochene oxidation toward 7-epineopetasone; silencing reduces PR-toxin,,,,,106
M4-FUNG-0074:PROQFM164_S02g001467,M4-FUNG-0074,PROQFM164_S02g001467,ORF4 / prx4,,,,NR,short-chain dehydrogenase/oxidase,late dehydrogenation proposed; silencing reduces PR-toxin,,,,,107
M4-FUNG-0074:PROQFM164_S02g001468,M4-FUNG-0074,PROQFM164_S02g001468,ORF5 / prx8,,,,NR,cytochrome P450 monooxygenase,RNAi validates involvement after eremofortin B formation,,,,,108
M4-FUNG-0074:PROQFM164_S02g001469,M4-FUNG-0074,PROQFM164_S02g001469,ORF6 / prx9,,,,NR,cytochrome P450 monooxygenase,RNAi validates involvement before/around eremofortin B formation,,,,,109
M4-FUNG-0074:PROQFM164_S02g001470,M4-FUNG-0074,PROQFM164_S02g001470,ORF7,,,,NR,DUF3237 protein,pathway role unresolved,,,,,110
M4-FUNG-0074:PROQFM164_S02g001471,M4-FUNG-0074,PROQFM164_S02g001471,ORF8 / prx11,,,,NR,acetyltransferase,RNAi validates involvement; acetylation toward eremofortin A proposed,,,,,111
M4-FUNG-0074:PROQFM164_S02g001472,M4-FUNG-0074,PROQFM164_S02g001472,ORF9,,,,NR,cytochrome P450 monooxygenase,predicted cluster enzyme; direct role unresolved,,,,,112
M4-FUNG-0074:PROQFM164_S02g001473,M4-FUNG-0074,PROQFM164_S02g001473,ORF10,,,,NR,Zn(II)2Cys6 transcription factor,candidate cluster-specific regulator; not functionally tested in cited pathway papers,,,,,113
M4-FUNG-0074:PROQFM164_S02g001474,M4-FUNG-0074,PROQFM164_S02g001474,ORF11,,,,NR,cytochrome P450 monooxygenase,predicted cluster enzyme; direct role remains incompletely resolved,,,,,114
M4-FUNG-0075:AN1592 / ANIA_01592,M4-FUNG-0075,AN1592 / ANIA_01592,PbcB,CBF85177.1,1228831.0,1230198.0,+,geranylgeranyl diphosphate synthase,supplies GGPP for cluster diterpenoids,gene deletion in modern re-exploration,loss confirms cluster-derived isopimarane production requires PbcB,S001; S003; S006,Modern pbcB nomenclature used in 2026 study.,104
M4-FUNG-0075:AN1593 / ANIA_01593,M4-FUNG-0075,AN1593 / ANIA_01593,HMG-CoA reductase-like cluster enzyme,CBF85179.1,1231956.0,1233265.0,+,HMG-CoA reductase,proposed cluster-local support of mevalonate/isoprenoid precursor flux,PbcR transcriptional activation,strongly induced; direct necessity for individual products not established,S001; S003,,105
M4-FUNG-0075:AN1594,M4-FUNG-0075,AN1594,PbcA,CBF85181.1 / XP_659198.1,,,,bifunctional class II/class I diterpene cyclase,forms the isopimarane hydrocarbon scaffold from GGPP via CPP-type cyclization chemistry,deletion/overexpression and biochemical analysis,deletion abolishes pathway products; expression is sufficient for diterpene scaffold formation,S003; S005; S006,2012 called pimaradiene synthase; modern evidence favors isopimarane scaffold.,106
M4-FUNG-0075:AN1595,M4-FUNG-0075,AN1595,cluster-associated elongation-factor-like protein,CBF85182.1,,,,translation elongation factor 1-gamma-like,cluster-associated function unresolved,PbcR transcriptional activation,strongly induced,S003,,107
M4-FUNG-0075:AN1596,M4-FUNG-0075,AN1596,short-chain dehydrogenase,CBF85184.1,,,,short-chain dehydrogenase/reductase,candidate diterpenoid tailoring enzyme,PbcR transcriptional activation,strongly induced; individual reaction unresolved,S003; S006,,108
M4-FUNG-0075:AN1597,M4-FUNG-0075,AN1597,putative methyltransferase-like protein,CBF85186.1,,,,hypothetical protein with methyltransferase similarity,candidate diterpenoid tailoring role,PbcR transcriptional activation,strongly induced; reaction unresolved,S003; S006,,109
M4-FUNG-0075:AN1598,M4-FUNG-0075,AN1598,CYP503B1-like P450,CBF85188.1,,,,cytochrome P450 monooxygenase,likely oxidative elaboration of isopimarane scaffold; exact product mapping incomplete,PbcR transcriptional activation / comparative biochemical evidence,strongly induced; predicted/partly supported tailoring role,S003; S005; S006,,110
M4-FUNG-0075:AN1599,M4-FUNG-0075,AN1599,PbcR,,,,,Zn(II)2Cys6 pathway-specific transcription factor,positive regulator of the diterpene cluster,overexpression / inducible promoter activation,coordinately induces cluster genes and enables diterpenoid production,S003; S006,,111
M4-FUNG-0076:PbGGS,M4-FUNG-0076,PbGGS,PbGGS,BAD29970.1,622.0,1653.0,-,geranylgeranyl diphosphate synthase,supplies GGPP precursor for aphidicolane biosynthesis,heterologous expression with PbACS and pathway genes,PbGGS+PbACS yields aphidicolan-16β-ol; four-gene set yields aphidicolin,S001; S004,,103
M4-FUNG-0076:ACS,M4-FUNG-0076,ACS,PbACS,BAD29971.1,3293.0,6300.0,+,aphidicolan-16β-ol synthase / bifunctional diterpene cyclase,converts GGPP through syn-CPP-type chemistry to aphidicolan-16β-ol; minor aphidicolenes also formed,activity assay and heterologous expression,establishes aphidicolane hydrocarbon/alcohol scaffold,S001; S003; S004,,104
M4-FUNG-0076:PbP450-1,M4-FUNG-0076,PbP450-1,PbP450-1,BAD29972.1,6699.0,8429.0,+,cytochrome P450 monooxygenase,oxidative tailoring step required for progression beyond aphidicolan-16β-ol; ER localization is functionally important,heterologous expression; transmembrane-domain deletion,loss of ER anchoring nearly abolishes aphidicolin production,S001; S004; S005,,105
M4-FUNG-0076:PbTP,M4-FUNG-0076,PbTP,PbTP,BAD29973.1,8957.0,10846.0,-,transporter protein,cluster-local transport role predicted; direct contribution to aphidicolin production NR,NR,NR,S001; S003,,106
M4-FUNG-0076:PbP450-2,M4-FUNG-0076,PbP450-2,PbP450-2,BAD29974.1,11482.0,13230.0,+,cytochrome P450 monooxygenase,late oxidative tailoring needed for conversion of 3-deoxyaphidicolin-related intermediate to aphidicolin,heterologous expression; localization assay,four-enzyme combination completes aphidicolin biosynthesis; protein localizes to ER,S001; S004; S005,,107
M4-FUNG-0076:PbTF,M4-FUNG-0076,PbTF,PbTF,BAD29975.1,13451.0,14838.0,-,pathway-local transcription factor,regulatory function inferred from annotation/cluster context; direct native perturbation NR,NR,NR,S001; S003,,108
M4-FUNG-0077:ausA,M4-FUNG-0077,ausA,AusA,,,,,iterative polyketide synthase,"produces 3,5-dimethylorsellinic-acid precursor module",targeted deletion,blocks downstream austinol/dehydroaustinol pathway,S003,,55
M4-FUNG-0077:ausN,M4-FUNG-0077,ausN,AusN,,,,,prenyltransferase,required prenylation step in physically separate second cluster,targeted deletion,alters/blocks meroterpenoid pathway,S003,,56
M4-FUNG-0078:trt4,M4-FUNG-0078,trt4,Trt4,,,,,,"nonreducing PKS producing 3,5-dimethylorsellinic acid",,,S003; S004,,32
M4-FUNG-0078:trt2,M4-FUNG-0078,trt2,Trt2,,,,,,prenylates DMOA with a farnesyl group,,,S003; S004,,33
M4-FUNG-0078:trt14,M4-FUNG-0078,trt14,Trt14,,,,,,late D-ring expansion/rearrangement and hydrolytic remodeling,,,S004,,34
M4-FUNG-0078:trt7,M4-FUNG-0078,trt7,Trt7,,,,,,nonheme iron dioxygenase performing final two oxidation steps,,,S004,,35
M4-FUNG-0323:G001,M4-FUNG-0323,G001,NfSS,,,,,bifunctional prenyltransferase/sesterterpene cyclase; forms sesterfisherol,,,,,,74
M4-FUNG-0323:G002,M4-FUNG-0323,G002,NfP450,,,,,cytochrome P450 monooxygenase; oxidizes sesterfisherol to sesterfisheric acid,,,,,,75
M4-FUNG-0324:G001,M4-FUNG-0324,G001,FCK1 / FPSE_06372,,,,,IPT–LOG fusion; essential for Fusarium cytokinin biosynthesis,,,,,,73
M4-FUNG-0324:G002,M4-FUNG-0324,G002,FCK2 / FPSE_20001,,,,,cytochrome P450 monooxygenase; cytokinin oxidation/hydroxylation step,,,,,,74
M4-FUNG-0324:G003,M4-FUNG-0324,G003,FCK3 / FPSE_06371; FCK4 / FPSE_20002,,,,,putative glycosyltransferase-like and alcohol-acetyltransferase-like downstream functions,,,,,,75
M4-FUNG-0325:G001,M4-FUNG-0325,G001,perA / BAE06845.2,,,,,two-module NRPS required for peramine biosynthesis,,,,,,73
M4-FUNG-0325:G002,M4-FUNG-0325,G002,neighboring cosmid genes,,,,,conserved microsyntenic genes; direct peramine function not demonstrated,,,,,,74
M4-FUNG-0326:G001,M4-FUNG-0326,G001,SthB,,,,,BBE-like aldolase; stereoselective intramolecular aldol cyclization,,,,,,73
M4-FUNG-0326:G002,M4-FUNG-0326,G002,pathway PKS/tailoring genes,,,,,construct polyketide precursor and downstream oxidized congeners; exact per-gene assignments not all retained here,,,,,,74
M4-FUNG-0327:G001,M4-FUNG-0327,G001,LnaA / LnbA historical homologues,,,,,NRPS-like A-PCP-R proteins; L-Tyr activation and reductive release,,,,,,73
M4-FUNG-0327:G002,M4-FUNG-0327,G002,LnaB / LnbB historical homologues,,,,,cyclization/reduction of imine intermediate toward piperazine/morpholine products,,,,,,74
M4-FUNG-0328:G001,M4-FUNG-0328,G001,CalA,,,,,PKS producing both decalin-branch and polyene-branch polyketides,,,,,,73
M4-FUNG-0328:G002,M4-FUNG-0328,G002,CalK / CalH / CalD,,,,,trans-ER directs decalin branch; trans-MT directs polyene branch; acyltransferase joins the two portions,,,,,,74
M4-FUNG-0328:G003,M4-FUNG-0328,G003,CalB/C/E/F/G/I/J/L/M,,,,,"transport, regulation and oxidative/reductive downstream tailoring as annotated by MIBiG",,,,,,75
M4-FUNG-0329:G001,M4-FUNG-0329,G001,acurin PKS,,,,,separately encoded polyketide synthase core enzyme,,,,,,73
M4-FUNG-0329:G002,M4-FUNG-0329,G002,acurin NRPS,,,,,separately encoded nonribosomal peptide synthetase core enzyme,,,,,,74
M4-FUNG-0329:G003,M4-FUNG-0329,G003,six additional implicated cluster genes,,,,,supporting biosynthetic/regulatory functions; per-step assignment not uniformly resolved,,,,,,75
M4-FUNG-0330:G001,M4-FUNG-0330,G001,Ev460pks,,,,,"HR-PKS with MT domain, lacking ER; directly generates two polyenoic β-ketolactones",,,,,,74
M4-FUNG-0330:G002,M4-FUNG-0330,G002,flanking annotated genes,,,,,direct necessity for listed products NF,,,,,,75
M4-FUNG-0331:G001,M4-FUNG-0331,G001,AnATPKS,,,,,NRPS–NRPKS hybrid megasynthetase generating amino-acid-derived α-pyrone scaffold,,,,,,73
M4-FUNG-0331:G002,M4-FUNG-0331,G002,AnOMT,,,,,O-methyltransferase acting on pyrophen pathway intermediates/products,,,,,,74
M4-FUNG-0332:G001,M4-FUNG-0332,G001,NRPS9 / FGSG_10990,,,,,starter A–T NRPS module; initiates fusaoctaxin A assembly,,,,,,74
M4-FUNG-0332:G002,M4-FUNG-0332,G002,NRPS5 / FGSG_13878,,,,,seven-module NRPS completing linear octapeptide assembly,,,,,,75
M4-FUNG-0332:G003,M4-FUNG-0332,G003,FGM4,,,,,bANK-family pathway transcription factor; overexpression unlocks fg3_54 in vitro,,,,,,76
M4-FUNG-0332:G004,M4-FUNG-0332,G004,fgm1/fgm2/fgm3/fgm5/fgm9,,,,,cluster accessory genes; deletion did not eliminate fusaoctaxin A under FGM4-OE conditions in defining study,,,,,,77
M4-FUNG-0333:G001,M4-FUNG-0333,G001,AfumA / AFUB_071550,,,,,squalene-hopene cyclase; forms hopane scaffold from squalene epoxide,,,,,,74
M4-FUNG-0333:G002,M4-FUNG-0333,G002,AfumB,,,,,cytochrome P450 oxidative tailoring enzyme,,,,,,75
M4-FUNG-0333:G003,M4-FUNG-0333,G003,AfumC,,,,,UDP-glycosyltransferase producing glycosylated fumihopaside,,,,,,76
M4-FUNG-0333:G004,M4-FUNG-0333,G004,AfumD,,,,,Zn(II)2Cys6 pathway-associated transcription factor,,,,,,77
M4-FUNG-0426:G001,M4-FUNG-0426,G001,ATEG_07659,EAU31921.1,654985.0,663067.0,+,highly reducing polyketide synthase (HR-PKS),core synthase in cluster B; contributes the reduced polyketide building block for preasperpyranone formation,heterologous co-expression and pathway-level gene deletion context,supports formation of the cluster-B polyketide precursor,S001; S002; S004,Local to canonical BGC0002267; current MIBiG generic product annotation is less specific than the mechanistic literature.,104
M4-FUNG-0426:G002,M4-FUNG-0426,G002,ATEG_07661,EAU31923.1,666343.0,674556.0,-,nonreducing polyketide synthase (NR-PKS),core synthase in cluster B; collaborates with ATEG_07659 in formation of the preasperpyranone branch,heterologous co-expression and pathway-level gene deletion context,supports cluster-B precursor formation,S001; S002; S004,Local to canonical BGC0002267; functional class is literature-resolved rather than supplied by current MIBiG gene annotation.,105
M4-FUNG-0426:G003,M4-FUNG-0426,G003,ATEG_07662,EAU31924.1,675164.0,676598.0,-,FAD-dependent monooxygenase,oxidative conversion in the cluster-B branch leading to preasperpyranone,mechanistic pathway reconstruction summarized from defining/follow-up literature,supports conversion of the immediate cluster-B polyketide toward preasperpyranone,S001; S004,"Direct genomic identity from MIBiG; specific catalytic assignment retained from mechanistic follow-up/review, not from MIBiG annotation.",106
M4-FUNG-0426:G004,M4-FUNG-0426,G004,ATEG_07666,EAU31928.1,683455.0,685278.0,+,pathway transcriptional regulator,cluster-B regulator participating in coordinated expression of the two-cluster programme,transcriptional-regulatory analysis,part of the three-factor crosstalk architecture,S001; S002; S004,Regulatory role is pathway-level evidence; no catalytic function assigned.,107
M4-FUNG-0426:G005,M4-FUNG-0426,G005,ATEG_07667,EAU31929.1,686124.0,688238.0,+,transcriptional regulator,cross-cluster regulator that influences cluster-specific regulators in both cooperating loci,transcriptional-regulatory analysis,coordinates expression across physically separated pathway loci,S001; S002; S004,Mechanistic regulatory interpretation follows the defining pathway study and later synthesis.,108
M4-FUNG-0427:G001,M4-FUNG-0427,G001,PfpE,QNH68018.1,1.0,1901.0,,,,,,,,104
M4-FUNG-0427:G002,M4-FUNG-0427,G002,PfpB,QNH68019.1,2451.0,4076.0,,,,,,,,105
M4-FUNG-0427:G003,M4-FUNG-0427,G003,PfpD,QNH68020.1,4499.0,6351.0,,,,,,,,106
M4-FUNG-0427:G004,M4-FUNG-0427,G004,PfpC,QNH68021.1,6672.0,7713.0,,,,,,,,107
M4-FUNG-0427:G005,M4-FUNG-0427,G005,PfpF,QNH68022.1,8464.0,9996.0,,,,,,,,108
M4-FUNG-0427:G006,M4-FUNG-0427,G006,PfpG,QNH68023.1,11607.0,13995.0,,,,,,,,109
M4-FUNG-0427:G007,M4-FUNG-0427,G007,PfpA,QNH68024.1,14698.0,26854.0,,,,,,,,110
M4-FUNG-0428:G001,M4-FUNG-0428,G001,mca17 core PKS-NRPS,NR,,,NR,hybrid PKS-NRPS core enzyme,"scaffold biosynthesis proposed, not fully reconstructed",cluster activation / structure-based inference,MCA17-1 appears after cluster activation,S003,Do not promote proposed core chemistry to complete enzyme-level proof.,104
M4-FUNG-0428:G002,M4-FUNG-0428,G002,pathway-specific zinc-finger regulator,NR,,,NR,transcriptional regulator,activation of mca17 product formation on overexpression,overexpression,induces MCA17-1 production in Δaurovertin background,S003,Direct activation evidence.,105
M4-FUNG-0429:G001,M4-FUNG-0429,G001,swnA,EXU97977,,,NR,aminotransferase,contributes to lysine→P6C/pipecolate precursor supply,deletion/overexpression + feeding,loss reduces but does not abolish SW because alternate pipecolate routes exist,S003; S005,Alternative unclustered precursor supply prevents interpreting swnA as uniquely required.,104
M4-FUNG-0429:G002,M4-FUNG-0429,G002,swnH1,EXU97978,,,NR,2OG/Fe(II)-dependent dioxygenase,required late hydroxylation toward swainsonine,gene deletion,SW abolished; hydroxylated indolizidine intermediates accumulate,S003; S005,Strong late-step causality.,105
M4-FUNG-0429:G003,M4-FUNG-0429,G003,swnT,EXU97979,,,NR,transmembrane transporter,exact role unresolved; deletion reduces rather than eliminates SW,gene deletion,partial production phenotype,S003; S005,Do not assign specific export function without direct transport assay.,106
M4-FUNG-0429:G004,M4-FUNG-0429,G004,swnN,EXU97980,,,NR,NmrA-like reductase,auxiliary reduction role; nonessential individually,gene deletion,SW reduced but retained,S003; S005,Exact step remains less resolved than SwnK/H enzymes.,107
M4-FUNG-0429:G005,M4-FUNG-0429,G005,swnR,EXU97981,,,NR,Rossmann-fold reductase,P6C→pipecolic acid precursor reduction,genetics + feeding/pathway analysis,loss reduces SW but alternate precursor routes remain,S003; S005,Clustered precursor route is not the only source of pipecolate.,108
M4-FUNG-0429:G006,M4-FUNG-0429,G006,swnK,EXU97982,,,NR,multifunctional hybrid NRPS-PKS,loads pipecolate and produces multiple indolizidine intermediates with/without domain skipping,knockout/complementation + heterologous expression,loss abolishes detectable SW; complementation restores production,S003; S005,Core pathway enzyme.,109
M4-FUNG-0429:G007,M4-FUNG-0429,G007,swnH2,EXU97983,,,NR,2OG/Fe(II)-dependent dioxygenase,essential oxidative step in SW pathway,gene deletion,SW abolished,S003; S005,Essential in M. robertsii assay.,110
M4-FUNG-0430:G001,M4-FUNG-0430,G001,atqA / ATEG_00700,EAU39346.1,1968773.0,1971661.0,-,NRPS-like core enzyme,required for asterriquinone CT5 formation,targeted deletion,asterriquinone CT5 metabolite peak lost,S002; S003,Direct core-gene attribution.,104
M4-FUNG-0430:G002,M4-FUNG-0430,G002,ATEG_00701,EAU39347.1,1972582.0,1973616.0,+,predicted protein,NR,NR,NR,S002,Canonical inclusion does not establish catalytic function.,105
M4-FUNG-0430:G003,M4-FUNG-0430,G003,ATEG_00702,EAU39348.1,1973830.0,1975238.0,-,predicted protein,NR,NR,NR,S002,Canonical inclusion only.,106
M4-FUNG-0430:G004,M4-FUNG-0430,G004,ATEG_00703,EAU39349.1,1976382.0,1977735.0,+,predicted protein,NR,NR,NR,S002,Canonical inclusion only.,107
M4-FUNG-0431:G001,M4-FUNG-0431,G001,ATEG_10302,EAU29299.1,233763.0,235526.0,+,cytochrome P450,NR,NR,NR,S002,Canonical tailoring candidate; direct pathway step not established here.,104
M4-FUNG-0431:G002,M4-FUNG-0431,G002,ATEG_10303,EAU29300.1,237511.0,238534.0,+,predicted protein,NR,NR,NR,S002,Canonical inclusion only.,105
M4-FUNG-0431:G003,M4-FUNG-0431,G003,ATEG_10304,EAU29301.1,239559.0,241085.0,+,predicted protein,NR,NR,NR,S002,Canonical inclusion only.,106
